invoiceid;branch;city;customer type;product category;product name;unit price;quantity;tax;total;date;time;payment;cogs;gross margin percentage;gross income;rating
INV-001365;A;Araraquara;Não Filiada;Analgésicos;Neosaldina 30 comprimidos - Takeda;23.49;2;8.0;46.98;2026-05-15;21:19:59;Cartão de Débito;29.42;37.38;17.56;3.6
INV-001366;B;São Carlos;Filiada;Antialérgicos;Cetirizina 10mg 12 comprimidos - Cimed;14.9;2;7.5;29.8;2026-07-21;13:23:30;Cartão de Crédito;19.03;36.14;10.77;4.5
INV-001367;A;Jaú;Não Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - EMS;11.72;1;10.2;11.72;2026-05-02;10:12:42;Cartão de Crédito;8.61;26.54;3.11;4.8
INV-001368;B;Araraquara;Não Filiada;Antialérgicos;Cetirizina 10mg 12 comprimidos - Cimed;8.08;4;9.5;32.32;2026-05-01;15:56:46;Cartão de Crédito;24.08;25.5;8.24;4.8
INV-001369;A;Bauru;Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - EMS;11.83;1;5.2;11.83;2026-07-17;16:54:04;Cartão de Crédito;7.58;35.93;4.25;3.5
INV-001370;A;Bauru;Não Filiada;Vitaminas e Suplementos;Vitamina C 1g 10 comprimidos efervescentes - Cimed;14.71;3;8.0;44.13;2026-05-05;17:13:48;Cartão de Crédito;31.4;28.85;12.73;4.2
INV-001371;A;Jaú;Não Filiada;Antialérgicos;Allegra Pediátrico 60ml - Sanofi;51.05;2;7.5;102.1;2026-08-11;13:07:04;Pix;57.38;43.8;44.72;4.8
INV-001372;A;Jaú;Filiada;Gripe e Tosse;Naldecon Dia 4 comprimidos - Reckitt;12.21;1;5.2;12.21;2026-08-04;22:24:38;Pix;8.51;30.3;3.7;4.7
INV-001373;A;Jaú;Filiada;Analgésicos;Paracetamol 750mg 20 comprimidos - EMS;10.43;2;10.2;20.86;2026-06-28;11:09:04;Pix;15.0;28.09;5.86;5.0
INV-001374;A;Jaú;Filiada;Vitaminas e Suplementos;Redoxon 10 comprimidos efervescentes - Bayer;18.15;2;6.0;36.3;2026-05-30;18:56:13;Cartão de Débito;24.72;31.9;11.58;4.6
INV-001375;A;Araraquara;Filiada;Gripe e Tosse;Vick VapoRub 30g - Kenvue;17.62;2;6.0;35.24;2026-06-10;14:52:52;Cartão de Crédito;22.26;36.83;12.98;3.7
INV-001376;A;Araraquara;Não Filiada;Gripe e Tosse;Naldecon Dia 4 comprimidos - Reckitt;16.46;1;8.0;16.46;2026-07-28;19:26:59;Cartão de Crédito;10.13;38.46;6.33;5.0
INV-001377;A;Bauru;Não Filiada;Antialérgicos;Allegra 120mg 10 comprimidos - Sanofi;36.6;1;8.0;36.6;2026-07-18;10:23:20;Cartão de Crédito;26.61;27.3;9.99;4.6
INV-001378;A;São Carlos;Não Filiada;Antialérgicos;Desloratadina 5mg 10 comprimidos - Eurofarma;24.16;1;6.0;24.16;2026-06-08;14:14:22;Dinheiro;18.33;24.13;5.83;4.4
INV-001379;B;Araraquara;Não Filiada;Antialérgicos;Cetirizina 10mg 12 comprimidos - Cimed;12.87;1;6.0;12.87;2026-05-20;12:37:59;Cartão de Crédito;6.83;46.93;6.04;3.9
INV-001380;B;Jaú;Filiada;Antialérgicos;Levocetirizina 5mg 10 comprimidos - Eurofarma;18.84;6;11.3;113.04;2026-08-09;16:04:07;Dinheiro;84.8;24.98;28.24;4.6
INV-001381;B;São Carlos;Não Filiada;Antialérgicos;Levocetirizina 5mg 10 comprimidos - Eurofarma;14.4;1;6.0;14.4;2026-08-01;14:08:54;Cartão de Crédito;10.48;27.22;3.92;4.2
INV-001382;A;São Carlos;Filiada;Vitaminas e Suplementos;Vitamina C 1g 10 comprimidos efervescentes - Cimed;23.15;2;9.5;46.3;2026-06-22;14:39:18;Cartão de Débito;25.99;43.87;20.31;5.0
INV-001383;B;São Carlos;Filiada;Gripe e Tosse;Cimegripe 4 cápsulas - Cimed;7.31;1;6.0;7.31;2026-07-16;19:50:51;Pix;5.21;28.73;2.1;4.7
INV-001384;A;Araraquara;Filiada;Gripe e Tosse;Benegrip Multi 20 comprimidos - Hyper Pharma;30.85;6;4.5;185.1;2026-07-02;17:59:35;Pix;127.16;31.3;57.94;3.5
INV-001385;B;Bauru;Não Filiada;Analgésicos;Paracetamol 500mg 20 comprimidos - Neo Química;10.99;1;6.0;10.99;2026-07-10;08:52:18;Pix;7.68;30.12;3.31;4.0
INV-001386;A;Jaú;Não Filiada;Analgésicos;Dorflex 10 comprimidos - Sanofi;14.57;2;8.0;29.14;2026-06-13;14:23:50;Pix;17.68;39.33;11.46;4.3
INV-001387;A;Jaú;Não Filiada;Antibióticos;Amoxicilina 500mg 21 cápsulas - Eurofarma;33.65;2;12.5;67.3;2026-05-30;12:00:51;Cartão de Débito;44.98;33.16;22.32;4.2
INV-001388;A;Bauru;Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - EMS;9.43;2;7.5;18.86;2026-06-08;18:21:23;Cartão de Débito;14.18;24.81;4.68;4.0
INV-001389;A;Araraquara;Não Filiada;Gripe e Tosse;Vick VapoRub 30g - Kenvue;15.89;1;5.2;15.89;2026-05-07;17:14:00;Cartão de Crédito;10.24;35.56;5.65;4.5
INV-001390;B;Araraquara;Filiada;Gripe e Tosse;Benegrip 6 comprimidos - Hyper Pharma;11.42;2;4.5;22.84;2026-08-04;18:18:54;Cartão de Crédito;16.73;26.75;6.11;4.9
INV-001391;A;Bauru;Não Filiada;Analgésicos;Dorflex 30 comprimidos - Sanofi;32.69;2;10.2;65.38;2026-07-22;16:51:34;Cartão de Crédito;41.97;35.81;23.41;4.2
INV-001392;A;Araraquara;Não Filiada;Antialérgicos;Desloratadina 5mg 10 comprimidos - Eurofarma;12.12;1;6.0;12.12;2026-05-26;15:01:01;Cartão de Débito;8.39;30.78;3.73;5.0
INV-001393;A;Jaú;Filiada;Analgésicos;Dipirona 500mg 10 comprimidos - Neo Química;12.67;1;5.2;12.67;2026-05-17;15:33:52;Pix;7.39;41.67;5.28;5.0
INV-001394;A;Jaú;Não Filiada;Dermatológicos;Protetor Solar FPS 50 40g - Mantecorp;64.99;1;8.0;64.99;2026-08-10;16:25:49;Cartão de Débito;36.45;43.91;28.54;4.4
INV-001395;A;Jaú;Não Filiada;Gripe e Tosse;Mucosolvan Xarope 100ml - Boehringer Ingelheim;21.34;2;9.5;42.68;2026-05-13;16:44:29;Pix;29.11;31.79;13.57;4.9
INV-001396;A;São Carlos;Não Filiada;Gripe e Tosse;Cimegripe Dia e Noite 8 cápsulas - Cimed;10.45;1;8.0;10.45;2026-05-26;16:00:49;Pix;7.09;32.15;3.36;4.8
INV-001397;B;Jaú;Filiada;Diabetes;Metformina 850mg 30 comprimidos - Prati-Donaduzzi;12.99;4;7.5;51.96;2026-07-25;11:59:50;Pix;31.73;38.93;20.23;4.6
INV-001398;A;Araraquara;Filiada;Dermatológicos;Hidratante CeraVe 200ml - L'Oréal;54.63;1;11.3;54.63;2026-07-19;15:59:15;Pix;35.65;34.74;18.98;4.4
INV-001399;A;Bauru;Não Filiada;Vitaminas e Suplementos;Redoxon 10 comprimidos efervescentes - Bayer;34.4;1;11.3;34.4;2026-08-04;14:01:55;Cartão de Débito;21.05;38.81;13.35;4.5
INV-001400;A;Bauru;Não Filiada;Vitaminas e Suplementos;Vitamina C 1g 10 comprimidos efervescentes - Cimed;24.47;1;10.2;24.47;2026-07-31;22:22:47;Cartão de Crédito;13.01;46.83;11.46;4.4
INV-001401;A;São Carlos;Filiada;Analgésicos;Ibuprofeno 600mg 20 comprimidos - Medley;17.06;3;5.2;51.18;2026-06-11;16:05:44;Pix;29.16;43.02;22.02;4.4
INV-001402;B;Jaú;Não Filiada;Antialérgicos;Levocetirizina 5mg 10 comprimidos - Eurofarma;15.9;2;7.5;31.8;2026-06-24;16:02:29;Pix;16.69;47.52;15.11;4.7
INV-001403;A;Jaú;Filiada;Gripe e Tosse;Naldecon Dia 4 comprimidos - Reckitt;8.6;4;5.2;34.4;2026-05-23;11:12:30;Dinheiro;24.13;29.85;10.27;4.6
INV-001404;A;Bauru;Não Filiada;Gripe e Tosse;Vick VapoRub 30g - Kenvue;23.35;2;7.5;46.7;2026-05-17;21:32:25;Dinheiro;30.0;35.76;16.7;3.8
INV-001405;A;Jaú;Não Filiada;Gripe e Tosse;Vick VapoRub 30g - Kenvue;23.22;3;4.5;69.66;2026-06-29;17:51:51;Cartão de Débito;43.79;37.14;25.87;4.1
INV-001406;A;São Carlos;Não Filiada;Antialérgicos;Allegra 120mg 10 comprimidos - Sanofi;45.23;2;11.3;90.46;2026-07-24;12:50:15;Pix;53.48;40.88;36.98;3.9
INV-001407;A;São Carlos;Não Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - EMS;9.49;1;11.3;9.49;2026-08-04;14:06:15;Pix;6.87;27.61;2.62;4.5
INV-001408;A;São Carlos;Filiada;Analgésicos;Neosaldina 30 comprimidos - Takeda;18.14;1;7.5;18.14;2026-05-22;08:59:49;Cartão de Débito;10.04;44.65;8.1;4.6
INV-001409;B;Bauru;Não Filiada;Gripe e Tosse;Cimegripe 4 cápsulas - Cimed;8.79;2;10.2;17.58;2026-05-07;20:57:16;Pix;12.83;27.02;4.75;4.9
INV-001410;B;Jaú;Filiada;Gripe e Tosse;Cimegripe 4 cápsulas - Cimed;6.77;2;5.2;13.54;2026-06-17;14:29:07;Cartão de Crédito;10.15;25.04;3.39;4.1
INV-001411;B;São Carlos;Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - Medley;18.59;2;6.0;37.18;2026-06-13;17:08:39;Cartão de Crédito;24.45;34.24;12.73;4.2
INV-001412;A;Bauru;Não Filiada;Gripe e Tosse;Cimegripe Dia e Noite 8 cápsulas - Cimed;14.47;2;5.2;28.94;2026-05-16;15:59:07;Pix;21.72;24.95;7.22;4.7
INV-001413;A;Araraquara;Não Filiada;Analgésicos;Dorflex 30 comprimidos - Sanofi;29.23;1;7.5;29.23;2026-07-27;13:47:10;Dinheiro;19.67;32.71;9.56;4.4
INV-001414;A;Araraquara;Não Filiada;Analgésicos;Buscopan 10mg 20 comprimidos - Boehringer Ingelheim;21.46;2;6.0;42.92;2026-07-06;10:03:31;Pix;28.45;33.71;14.47;3.6
INV-001415;A;Jaú;Filiada;Analgésicos;Dipirona 500mg 10 comprimidos - Neo Química;6.67;2;7.5;13.34;2026-05-12;13:51:47;Cartão de Crédito;9.83;26.31;3.51;4.5
INV-001416;B;Bauru;Filiada;Antialérgicos;Cetirizina 10mg 12 comprimidos - Cimed;13.89;1;10.2;13.89;2026-06-05;12:34:15;Cartão de Crédito;10.2;26.57;3.69;3.8
INV-001417;A;São Carlos;Filiada;Gripe e Tosse;Naldecon Noite 4 comprimidos - Reckitt;13.13;3;7.5;39.39;2026-07-03;16:14:16;Cartão de Crédito;26.7;32.22;12.69;3.5
INV-001418;A;Araraquara;Não Filiada;Vitaminas e Suplementos;Vitamina C 1g 10 comprimidos efervescentes - Cimed;20.88;3;8.0;62.64;2026-08-01;12:40:20;Dinheiro;44.54;28.9;18.1;4.3
INV-001419;A;São Carlos;Não Filiada;Analgésicos;Dipirona 500mg 20 comprimidos - Medley;10.88;1;8.0;10.88;2026-06-26;15:41:54;Dinheiro;7.44;31.62;3.44;4.9
INV-001420;A;Jaú;Não Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - EMS;7.94;1;7.5;7.94;2026-07-23;19:52:25;Pix;4.62;41.81;3.32;4.6
INV-001421;A;Jaú;Não Filiada;Analgésicos;Paracetamol 750mg 20 comprimidos - EMS;12.59;1;9.5;12.59;2026-06-17;13:14:16;Pix;7.82;37.89;4.77;4.7
INV-001422;A;Bauru;Filiada;Gripe e Tosse;Vick Pyrena 5 sachês - Kenvue;16.01;3;5.2;48.03;2026-06-06;16:10:37;Cartão de Crédito;29.02;39.58;19.01;3.9
INV-001423;B;Bauru;Não Filiada;Antialérgicos;Levocetirizina 5mg 10 comprimidos - Eurofarma;19.4;1;9.5;19.4;2026-05-29;08:11:57;Cartão de Crédito;12.88;33.61;6.52;3.8
INV-001424;A;Araraquara;Não Filiada;Analgésicos;Dorflex 10 comprimidos - Sanofi;14.16;2;6.0;28.32;2026-06-08;15:10:00;Cartão de Crédito;14.83;47.63;13.49;4.8
INV-001425;B;Jaú;Filiada;Analgésicos;Paracetamol 500mg 20 comprimidos - Neo Química;10.47;1;5.2;10.47;2026-07-12;18:50:54;Cartão de Crédito;6.39;38.97;4.08;4.0
INV-001426;C;Bauru;Não Filiada;Cardiovasculares;Atenolol 25mg 30 comprimidos - Prati-Donaduzzi;8.13;1;5.2;8.13;2026-05-29;15:11:49;Pix;4.98;38.75;3.15;4.7
INV-001427;A;Jaú;Não Filiada;Dermatológicos;Bepantol Derma 20g - Bayer;31.55;2;5.2;63.1;2026-06-03;16:04:28;Cartão de Débito;44.2;29.95;18.9;4.2
INV-001428;B;Araraquara;Filiada;Diabetes;Metformina 850mg 30 comprimidos - EMS;11.6;1;9.5;11.6;2026-06-02;10:21:47;Cartão de Débito;6.19;46.64;5.41;4.1
INV-001429;A;Jaú;Filiada;Gripe e Tosse;Fluimucil 600mg 16 sachês - Zambon;32.04;2;11.3;64.08;2026-08-13;18:53:18;Cartão de Débito;34.21;46.61;29.87;4.6
INV-001430;A;Jaú;Não Filiada;Vitaminas e Suplementos;Lavitan A-Z 60 comprimidos - Cimed;23.06;1;6.0;23.06;2026-07-23;15:12:59;Pix;16.53;28.32;6.53;4.4
INV-001431;A;São Carlos;Filiada;Analgésicos;Buscopan 10mg 20 comprimidos - Boehringer Ingelheim;14.1;1;7.5;14.1;2026-06-01;15:26:04;Cartão de Débito;8.86;37.16;5.24;4.1
INV-001432;B;Araraquara;Não Filiada;Diabetes;Metformina 850mg 30 comprimidos - Prati-Donaduzzi;7.68;1;11.3;7.68;2026-07-23;08:07:57;Dinheiro;4.33;43.62;3.35;3.6
INV-001433;B;Bauru;Não Filiada;Analgésicos;Paracetamol 500mg 20 comprimidos - Neo Química;14.25;2;7.5;28.5;2026-06-22;17:40:09;Cartão de Crédito;19.68;30.95;8.82;4.2
INV-001434;A;Jaú;Não Filiada;Vitaminas e Suplementos;Lavitan A-Z 60 comprimidos - Cimed;33.67;2;5.2;67.34;2026-06-18;17:03:39;Cartão de Crédito;43.45;35.48;23.89;4.6
INV-001435;B;Araraquara;Não Filiada;Gripe e Tosse;Benegrip 6 comprimidos - Hyper Pharma;11.54;1;8.0;11.54;2026-05-05;19:49:56;Pix;6.07;47.4;5.47;4.0
INV-001436;A;Jaú;Não Filiada;Dermatológicos;Hidratante CeraVe 200ml - L'Oréal;61.23;1;7.5;61.23;2026-08-09;10:10:29;Cartão de Débito;43.55;28.87;17.68;5.0
INV-001437;B;Bauru;Não Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - Medley;13.24;1;8.0;13.24;2026-07-28;17:30:26;Cartão de Crédito;9.23;30.29;4.01;4.5
INV-001438;A;Bauru;Filiada;Analgésicos;Paracetamol 750mg 20 comprimidos - EMS;8.26;1;4.5;8.26;2026-07-08;15:12:39;Cartão de Crédito;5.82;29.54;2.44;4.5
INV-001439;A;Jaú;Filiada;Vitaminas e Suplementos;Vitamina C 1g 10 comprimidos efervescentes - Cimed;21.65;1;9.5;21.65;2026-06-12;16:32:35;Dinheiro;11.73;45.82;9.92;5.0
INV-001440;A;Jaú;Filiada;Gripe e Tosse;Vick Pyrena 5 sachês - Kenvue;21.13;2;5.2;42.26;2026-06-12;19:40:36;Pix;28.01;33.72;14.25;3.6
INV-001441;A;Bauru;Filiada;Gastrointestinais;Pantoprazol 40mg 28 comprimidos - Eurofarma;23.52;3;11.3;70.56;2026-06-03;18:30:25;Cartão de Crédito;47.96;32.03;22.6;4.7
INV-001442;A;São Carlos;Filiada;Antialérgicos;Allegra 120mg 10 comprimidos - Sanofi;57.84;1;9.5;57.84;2026-06-01;21:51:15;Cartão de Crédito;34.63;40.13;23.21;4.2
INV-001443;B;Bauru;Filiada;Gripe e Tosse;Benegrip 6 comprimidos - Hyper Pharma;13.57;3;5.2;40.71;2026-05-27;21:16:48;Pix;26.97;33.75;13.74;4.3
INV-001444;A;Jaú;Não Filiada;Vitaminas e Suplementos;Centrum Adultos 30 comprimidos - Haleon;37.75;2;6.0;75.5;2026-06-22;17:18:07;Cartão de Crédito;49.46;34.49;26.04;4.1
INV-001445;B;Araraquara;Filiada;Gripe e Tosse;Cimegripe 4 cápsulas - Cimed;10.66;1;10.2;10.66;2026-06-29;09:22:58;Pix;6.66;37.52;4.0;4.3
INV-001446;C;Bauru;Não Filiada;Diabetes;Gliclazida 30mg 30 comprimidos - Servier;24.85;2;8.0;49.7;2026-08-12;21:32:23;Cartão de Crédito;35.87;27.83;13.83;4.7
INV-001447;A;Araraquara;Filiada;Gripe e Tosse;Mucosolvan Xarope 100ml - Boehringer Ingelheim;33.63;4;10.2;134.52;2026-07-27;17:22:07;Cartão de Débito;101.24;24.74;33.28;4.9
INV-001448;A;Bauru;Não Filiada;Gripe e Tosse;Naldecon Dia 4 comprimidos - Reckitt;17.05;3;7.5;51.15;2026-07-09;16:00:27;Pix;36.83;28.0;14.32;4.0
INV-001449;A;Araraquara;Não Filiada;Dermatológicos;Hidratante CeraVe 200ml - L'Oréal;56.37;1;6.0;56.37;2026-05-31;15:16:11;Pix;30.15;46.51;26.22;4.3
INV-001450;C;Bauru;Não Filiada;Gastrointestinais;Simeticona 40mg 20 comprimidos - Cimed;13.14;1;10.2;13.14;2026-06-07;21:17:32;Pix;7.33;44.22;5.81;4.8
INV-001451;C;Bauru;Não Filiada;Diabetes;Gliclazida 30mg 30 comprimidos - Servier;31.16;1;6.0;31.16;2026-05-07;09:04:49;Pix;22.01;29.36;9.15;3.5
INV-001452;A;Jaú;Não Filiada;Analgésicos;Dipirona 500mg 10 comprimidos - Neo Química;8.84;4;6.0;35.36;2026-08-10;11:53:27;Pix;23.75;32.83;11.61;4.9
INV-001453;A;Bauru;Não Filiada;Analgésicos;Dorflex 30 comprimidos - Sanofi;22.54;2;6.0;45.08;2026-07-22;20:30:09;Pix;25.88;42.59;19.2;4.4
INV-001454;A;São Carlos;Filiada;Gripe e Tosse;Naldecon Dia 4 comprimidos - Reckitt;8.22;1;8.0;8.22;2026-06-26;13:36:53;Cartão de Débito;5.64;31.39;2.58;3.9
INV-001455;A;Jaú;Filiada;Gripe e Tosse;Cimegripe Dia e Noite 8 cápsulas - Cimed;13.33;2;5.2;26.66;2026-06-14;15:58:04;Cartão de Crédito;16.59;37.77;10.07;4.2
INV-001456;A;Jaú;Não Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - EMS;12.6;1;5.2;12.6;2026-05-23;18:58:41;Cartão de Débito;7.3;42.06;5.3;4.7
INV-001457;B;Araraquara;Não Filiada;Gripe e Tosse;Benegrip 6 comprimidos - Hyper Pharma;10.78;1;5.2;10.78;2026-05-05;12:21:06;Cartão de Crédito;5.94;44.9;4.84;4.7
INV-001458;A;Araraquara;Não Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - EMS;12.3;3;9.5;36.9;2026-07-26;16:30:31;Cartão de Crédito;22.09;40.14;14.81;5.0
INV-001459;A;São Carlos;Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - EMS;9.95;1;5.2;9.95;2026-05-30;15:57:06;Cartão de Débito;6.04;39.3;3.91;4.6
INV-001460;A;São Carlos;Filiada;Gripe e Tosse;Mucosolvan Xarope 100ml - Boehringer Ingelheim;21.4;1;6.0;21.4;2026-05-16;17:08:03;Pix;11.79;44.91;9.61;4.1
INV-001461;A;Jaú;Não Filiada;Vitaminas e Suplementos;Vitamina C 1g 10 comprimidos efervescentes - Cimed;19.07;1;6.0;19.07;2026-06-03;09:04:39;Cartão de Crédito;12.41;34.92;6.66;4.4
INV-001462;B;Jaú;Filiada;Diabetes;Metformina 850mg 30 comprimidos - EMS;15.57;2;7.5;31.14;2026-06-07;15:24:14;Cartão de Débito;20.47;34.26;10.67;3.8
INV-001463;A;Araraquara;Não Filiada;Dermatológicos;Protetor Solar FPS 50 40g - Mantecorp;48.41;3;5.2;145.23;2026-05-29;16:55:46;Cartão de Débito;92.15;36.55;53.08;3.9
INV-001464;A;Araraquara;Filiada;Dermatológicos;Bepantol Derma 20g - Bayer;19.69;1;9.5;19.69;2026-08-03;11:59:59;Cartão de Débito;13.29;32.5;6.4;3.4
INV-001465;A;São Carlos;Não Filiada;Gripe e Tosse;Cimegripe Dia e Noite 8 cápsulas - Cimed;9.77;3;8.0;29.31;2026-07-31;13:31:52;Pix;22.25;24.09;7.06;4.4
INV-001466;A;Jaú;Não Filiada;Analgésicos;Ibuprofeno 600mg 20 comprimidos - Medley;13.46;3;8.0;40.38;2026-08-06;17:22:59;Cartão de Débito;27.22;32.59;13.16;4.6
INV-001467;A;São Carlos;Não Filiada;Antialérgicos;Allegra 120mg 10 comprimidos - Sanofi;38.96;1;5.2;38.96;2026-08-07;17:17:17;Cartão de Crédito;20.88;46.41;18.08;4.7
INV-001468;A;Jaú;Não Filiada;Analgésicos;Dipirona 500mg 10 comprimidos - Neo Química;8.11;2;5.2;16.22;2026-05-09;16:12:41;Cartão de Crédito;11.86;26.88;4.36;3.7
INV-001469;A;São Carlos;Não Filiada;Analgésicos;Dipirona 500mg 20 comprimidos - Medley;14.54;1;7.5;14.54;2026-06-19;16:27:45;Dinheiro;8.59;40.92;5.95;5.0
INV-001470;A;Bauru;Não Filiada;Analgésicos;Dipirona 500mg 20 comprimidos - Medley;9.52;1;8.0;9.52;2026-05-30;13:51:13;Cartão de Crédito;6.7;29.62;2.82;3.7
INV-001471;A;Bauru;Filiada;Gripe e Tosse;Benegrip Multi 20 comprimidos - Hyper Pharma;23.95;1;8.0;23.95;2026-05-03;16:34:28;Cartão de Débito;14.77;38.33;9.18;4.6
INV-001472;A;Jaú;Não Filiada;Gripe e Tosse;Naldecon Noite 4 comprimidos - Reckitt;16.35;2;6.0;32.7;2026-05-01;17:35:12;Cartão de Crédito;22.02;32.66;10.68;3.4
INV-001473;A;São Carlos;Não Filiada;Vitaminas e Suplementos;Vitamina C 1g 10 comprimidos efervescentes - Cimed;22.18;4;5.2;88.72;2026-07-23;12:57:58;Cartão de Crédito;46.38;47.72;42.34;3.8
INV-001474;A;Bauru;Não Filiada;Analgésicos;Dipirona 500mg 10 comprimidos - Neo Química;10.03;1;6.0;10.03;2026-05-25;13:18:13;Cartão de Crédito;5.69;43.27;4.34;4.6
INV-001475;B;Jaú;Filiada;Diabetes;Metformina 850mg 30 comprimidos - EMS;14.88;4;5.2;59.52;2026-05-08;10:05:59;Cartão de Débito;36.56;38.58;22.96;4.0
INV-001476;A;Bauru;Filiada;Gripe e Tosse;Cimegripe Dia e Noite 8 cápsulas - Cimed;16.6;1;10.2;16.6;2026-07-29;17:40:36;Cartão de Débito;10.79;35.0;5.81;5.0
INV-001477;A;São Carlos;Filiada;Analgésicos;Dipirona 500mg 10 comprimidos - Neo Química;7.8;1;5.2;7.8;2026-08-13;16:22:50;Pix;4.08;47.69;3.72;4.7
INV-001478;C;Araraquara;Não Filiada;Cardiovasculares;Atenolol 25mg 30 comprimidos - Prati-Donaduzzi;11.64;3;8.0;34.92;2026-05-31;12:59:33;Pix;22.19;36.45;12.73;3.4
INV-001479;C;São Carlos;Filiada;Gastrointestinais;Eno 100g - Haleon;12.19;2;6.0;24.38;2026-05-26;16:01:46;Pix;18.12;25.68;6.26;4.1
INV-001480;A;São Carlos;Não Filiada;Analgésicos;Neosaldina 30 comprimidos - Takeda;23.66;1;5.2;23.66;2026-05-21;11:15:00;Cartão de Crédito;15.78;33.31;7.88;4.6
INV-001481;A;São Carlos;Não Filiada;Analgésicos;Dorflex 30 comprimidos - Sanofi;30.53;2;5.2;61.06;2026-06-06;12:03:07;Pix;35.27;42.24;25.79;3.7
INV-001482;C;Bauru;Não Filiada;Cardiovasculares;Atenolol 25mg 30 comprimidos - Prati-Donaduzzi;9.14;1;5.2;9.14;2026-07-30;13:29:34;Cartão de Crédito;4.94;45.95;4.2;3.9
INV-001483;A;Araraquara;Não Filiada;Analgésicos;Dorflex 30 comprimidos - Sanofi;32.32;1;7.5;32.32;2026-08-04;21:10:03;Cartão de Crédito;21.99;31.96;10.33;4.7
INV-001484;A;Bauru;Filiada;Analgésicos;Buscopan 10mg 20 comprimidos - Boehringer Ingelheim;17.67;1;9.5;17.67;2026-06-05;13:21:56;Cartão de Débito;10.65;39.73;7.02;4.7
INV-001485;A;Jaú;Filiada;Antibióticos;Azitromicina 500mg 5 comprimidos - Medley;27.3;1;6.0;27.3;2026-08-13;19:06:13;Pix;16.18;40.73;11.12;3.6
INV-001486;B;Jaú;Não Filiada;Antialérgicos;Cetirizina 10mg 12 comprimidos - Cimed;14.21;3;7.5;42.63;2026-05-10;12:11:33;Pix;30.05;29.51;12.58;3.7
INV-001487;A;São Carlos;Filiada;Gripe e Tosse;Naldecon Noite 4 comprimidos - Reckitt;12.83;1;7.5;12.83;2026-07-01;11:21:47;Cartão de Crédito;9.22;28.14;3.61;5.0
INV-001488;A;Jaú;Não Filiada;Antialérgicos;Allegra 120mg 10 comprimidos - Sanofi;52.41;1;5.2;52.41;2026-06-13;17:50:41;Dinheiro;33.4;36.27;19.01;4.5
INV-001489;A;Jaú;Não Filiada;Antialérgicos;Desloratadina 5mg 10 comprimidos - Eurofarma;14.55;1;5.2;14.55;2026-05-29;12:11:27;Pix;8.08;44.47;6.47;5.0
INV-001490;B;Bauru;Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - Neo Química;11.97;1;5.2;11.97;2026-07-14;16:18:55;Cartão de Crédito;8.08;32.5;3.89;4.7
INV-001491;A;Jaú;Filiada;Analgésicos;Dorflex 10 comprimidos - Sanofi;15.12;5;11.3;75.6;2026-07-20;16:48:20;Cartão de Crédito;46.05;39.09;29.55;4.0
INV-001492;A;Jaú;Filiada;Dermatológicos;Hidratante CeraVe 200ml - L'Oréal;54.83;1;4.5;54.83;2026-06-05;16:21:02;Cartão de Crédito;35.43;35.38;19.4;4.9
INV-001493;B;Bauru;Não Filiada;Cardiovasculares;Sinvastatina 20mg 30 comprimidos - EMS;10.0;1;10.2;10.0;2026-08-09;13:04:58;Pix;7.12;28.8;2.88;4.4
INV-001494;B;São Carlos;Não Filiada;Analgésicos;Paracetamol 500mg 20 comprimidos - Neo Química;14.36;1;6.0;14.36;2026-07-23;20:25:58;Cartão de Crédito;9.34;34.96;5.02;4.8
INV-001495;A;Bauru;Não Filiada;Analgésicos;Neosaldina 30 comprimidos - Takeda;21.29;2;11.3;42.58;2026-06-17;13:51:43;Dinheiro;28.21;33.75;14.37;4.6
INV-001496;A;Jaú;Não Filiada;Antibióticos;Amoxicilina 500mg 21 cápsulas - EMS;36.3;1;7.5;36.3;2026-06-22;11:11:34;Cartão de Crédito;19.63;45.92;16.67;3.8
INV-001497;A;Jaú;Não Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - EMS;9.51;1;8.0;9.51;2026-06-23;16:24:37;Pix;5.54;41.75;3.97;4.2
INV-001498;A;Jaú;Filiada;Analgésicos;Neosaldina 30 comprimidos - Takeda;33.03;1;6.0;33.03;2026-07-05;16:38:08;Cartão de Crédito;23.01;30.34;10.02;3.7
INV-001499;C;Bauru;Não Filiada;Cardiovasculares;Atenolol 25mg 30 comprimidos - Prati-Donaduzzi;6.76;2;5.2;13.52;2026-05-04;10:47:30;Pix;9.49;29.81;4.03;4.2
INV-001500;A;São Carlos;Filiada;Vitaminas e Suplementos;Redoxon 10 comprimidos efervescentes - Bayer;31.42;1;12.5;31.42;2026-05-06;16:32:21;Pix;18.72;40.42;12.7;4.6
